year,item,expenditure_bracket,value,category,bracket_order
2017,Keperluan pesta dan upacara,750 000- 999 999,8.586,Non-Food,7
2017,Keperluan pesta dan upacara,1 000 000- 1 499 999,18.756,Non-Food,8
2017,Keperluan pesta dan upacara,> 1 500 000,93.96,Non-Food,9
2018,Padi-padian,< 150 000,37.456,Food,3
2018,Padi-padian,150 000- 199 999,45.973,Food,3
2018,Padi-padian,200 000- 299 999,52.564,Food,4
2018,Padi-padian,300 000- 499 999,63.368,Food,5
2018,Padi-padian,500 000- 749 999,71.107,Food,6
2018,Padi-padian,750 000- 999 999,78.718,Food,7
2018,Padi-padian,1 000 000- 1 499 999,86.682,Food,8
2018,Padi-padian,> 1 500 000,89.401,Food,9
2018,Umbi-umbian,< 150 000,5.144,Food,3
2018,Umbi-umbian,150 000- 199 999,2.627,Food,3
2018,Umbi-umbian,200 000- 299 999,3.4,Food,4
2018,Umbi-umbian,300 000- 499 999,4.151,Food,5
2018,Umbi-umbian,500 000- 749 999,4.342,Food,6
2018,Umbi-umbian,750 000- 999 999,6.415,Food,7
2018,Umbi-umbian,1 000 000- 1 499 999,9.007,Food,8
2018,Umbi-umbian,> 1 500 000,14.336,Food,9
2018,Ikan,< 150 000,7.621,Food,3
2018,Ikan,150 000- 199 999,8.907,Food,3
2018,Ikan,200 000- 299 999,12.048,Food,4
2018,Ikan,300 000- 499 999,18.872,Food,5
2018,Ikan,500 000- 749 999,31.058,Food,6
2018,Ikan,750 000- 999 999,43.916,Food,7
2018,Ikan,1 000 000- 1 499 999,56.783,Food,8
2018,Ikan,> 1 500 000,82.64,Food,9
2018,Daging,< 150 000,1.412,Food,3
2018,Daging,150 000- 199 999,1.055,Food,3
2018,Daging,200 000- 299 999,2.683,Food,4
2018,Daging,300 000- 499 999,6.61,Food,5
2018,Daging,500 000- 749 999,11.067,Food,6
2018,Daging,750 000- 999 999,16.525,Food,7
2018,Daging,1 000 000- 1 499 999,25.676,Food,8
2018,Daging,> 1 500 000,46.139,Food,9
2018,Telur dan susu,< 150 000,1.6,Food,3
2018,Telur dan susu,150 000- 199 999,2.954,Food,3
2018,Telur dan susu,200 000- 299 999,6.605,Food,4
2018,Telur dan susu,300 000- 499 999,11.081,Food,5
2018,Telur dan susu,500 000- 749 999,16.491,Food,6
2018,Telur dan susu,750 000- 999 999,24.079,Food,7
2018,Telur dan susu,1 000 000- 1 499 999,34.309,Food,8
2018,Telur dan susu,> 1 500 000,56.398,Food,9
2018,Sayur-sayuran,< 150 000,8.515,Food,3
2018,Sayur-sayuran,150 000- 199 999,13.06,Food,3
2018,Sayur-sayuran,200 000- 299 999,17.071,Food,4
2018,Sayur-sayuran,300 000- 499 999,24.316,Food,5
2018,Sayur-sayuran,500 000- 749 999,33.629,Food,6
2018,Sayur-sayuran,750 000- 999 999,43.021,Food,7
2018,Sayur-sayuran,1 000 000- 1 499 999,51.591,Food,8
2018,Sayur-sayuran,> 1 500 000,65.058,Food,9
2018,Kacang-kacangan,< 150 000,2.524,Food,3
2018,Kacang-kacangan,150 000- 199 999,3.319,Food,3
2018,Kacang-kacangan,200 000- 299 999,4.934,Food,4
2018,Kacang-kacangan,300 000- 499 999,7.585,Food,5
2018,Kacang-kacangan,500 000- 749 999,9.201,Food,6
2018,Kacang-kacangan,750 000- 999 999,11.185,Food,7
2018,Kacang-kacangan,1 000 000- 1 499 999,13.834,Food,8
2018,Kacang-kacangan,> 1 500 000,16.09,Food,9
2018,Buah-buahan,< 150 000,1.442,Food,3
2018,Buah-buahan,150 000- 199 999,3.03,Food,3
2018,Buah-buahan,200 000- 299 999,4.83,Food,4
2018,Buah-buahan,300 000- 499 999,8.207,Food,5
2018,Buah-buahan,500 000- 749 999,14.452,Food,6
2018,Buah-buahan,750 000- 999 999,21.989,Food,7
2018,Buah-buahan,1 000 000- 1 499 999,33.539,Food,8
2018,Buah-buahan,> 1 500 000,60.876,Food,9
2018,Minyak dan lemak,< 150 000,3.255,Food,3
2018,Minyak dan lemak,150 000- 199 999,4.907,Food,3
2018,Minyak dan lemak,200 000- 299 999,7.098,Food,4
2018,Minyak dan lemak,300 000- 499 999,9.38,Food,5
2018,Minyak dan lemak,500 000- 749 999,12.368,Food,6
2018,Minyak dan lemak,750 000- 999 999,15.301,Food,7
2018,Minyak dan lemak,1 000 000- 1 499 999,18.087,Food,8
2018,Minyak dan lemak,> 1 500 000,21.811,Food,9
2018,Bahan minuman,< 150 000,4.065,Food,3
2018,Bahan minuman,150 000- 199 999,6.451,Food,3
2018,Bahan minuman,200 000- 299 999,9.071,Food,4
2018,Bahan minuman,300 000- 499 999,12.818,Food,5
2018,Bahan minuman,500 000- 749 999,15.621,Food,6
2018,Bahan minuman,750 000- 999 999,19.031,Food,7
2018,Bahan minuman,1 000 000- 1 499 999,22.778,Food,8
2018,Bahan minuman,> 1 500 000,28.766,Food,9
2018,Bumbu-bumbuan,< 150 000,2.192,Food,3
2018,Bumbu-bumbuan,150 000- 199 999,3.056,Food,3
2018,Bumbu-bumbuan,200 000- 299 999,4.086,Food,4
2018,Bumbu-bumbuan,300 000- 499 999,6.044,Food,5
2018,Bumbu-bumbuan,500 000- 749 999,8.763,Food,6
2018,Bumbu-bumbuan,750 000- 999 999,11.148,Food,7
2018,Bumbu-bumbuan,1 000 000- 1 499 999,13.973,Food,8
2018,Bumbu-bumbuan,> 1 500 000,17.853,Food,9
2018,Konsumsi lainnya,< 150 000,1.143,Food,3
2018,Konsumsi lainnya,150 000- 199 999,2.295,Food,3
2018,Konsumsi lainnya,200 000- 299 999,3.342,Food,4
2018,Konsumsi lainnya,300 000- 499 999,5.457,Food,5
2018,Konsumsi lainnya,500 000- 749 999,7.683,Food,6
2018,Konsumsi lainnya,750 000- 999 999,10.438,Food,7
2018,Konsumsi lainnya,1 000 000- 1 499 999,13.52,Food,8
2018,Konsumsi lainnya,> 1 500 000,17.171,Food,9
2018,Tembakau dan sirih,< 150 000,3.808,Food,3
2018,Tembakau dan sirih,150 000- 199 999,8.38,Food,3
2018,Tembakau dan sirih,200 000- 299 999,14.345,Food,4
2018,Tembakau dan sirih,300 000- 499 999,28.708,Food,5
2018,Tembakau dan sirih,500 000- 749 999,51.866,Food,6
2018,Tembakau dan sirih,750 000- 999 999,76.959,Food,7
2018,Tembakau dan sirih,1 000 000- 1 499 999,103.61,Food,8
2018,Tembakau dan sirih,> 1 500 000,131.97,Food,9
2018,"Perumahan, bahan bakar, penerangan, air",< 150 000,22.303,Non-Food,3
2018,"Perumahan, bahan bakar, penerangan, air",150 000- 199 999,31.096,Non-Food,3
2018,"Perumahan, bahan bakar, penerangan, air",200 000- 299 999,48.234,Non-Food,4
2018,"Perumahan, bahan bakar, penerangan, air",300 000- 499 999,78.806,Non-Food,5
2018,"Perumahan, bahan bakar, penerangan, air",500 000- 749 999,126.138,Non-Food,6
2018,"Perumahan, bahan bakar, penerangan, air",750 000- 999 999,184.177,Non-Food,7
2018,"Perumahan, bahan bakar, penerangan, air",1 000 000- 1 499 999,272.321,Non-Food,8
2018,"Perumahan, bahan bakar, penerangan, air",> 1 500 000,502.637,Non-Food,9
2018,Barang dan jasa,< 150 000,5.023,Non-Food,3
2018,Barang dan jasa,150 000- 199 999,7.777,Non-Food,3
2018,Barang dan jasa,200 000- 299 999,10.529,Non-Food,4
2018,Barang dan jasa,300 000- 499 999,16.0,Non-Food,5
2018,Barang dan jasa,500 000- 749 999,27.883,Non-Food,6
2018,Barang dan jasa,750 000- 999 999,42.551,Non-Food,7
2018,Barang dan jasa,1 000 000- 1 499 999,62.062,Non-Food,8
2018,Barang dan jasa,> 1 500 000,139.245,Non-Food,9
2018,Biaya pendidikan,< 150 000,4.667,Non-Food,3
2018,Biaya pendidikan,150 000- 199 999,6.629,Non-Food,3
2018,Biaya pendidikan,200 000- 299 999,7.156,Non-Food,4
2018,Biaya pendidikan,300 000- 499 999,9.451,Non-Food,5
2018,Biaya pendidikan,500 000- 749 999,15.429,Non-Food,6
2018,Biaya pendidikan,750 000- 999 999,21.073,Non-Food,7
2018,Biaya pendidikan,1 000 000- 1 499 999,26.406,Non-Food,8
2018,Biaya pendidikan,> 1 500 000,37.991,Non-Food,9
2018,Biaya kesehatan,< 150 000,1.787,Non-Food,3
2018,Biaya kesehatan,150 000- 199 999,2.514,Non-Food,3
2018,Biaya kesehatan,200 000- 299 999,4.096,Non-Food,4
2018,Biaya kesehatan,300 000- 499 999,6.512,Non-Food,5
2018,Biaya kesehatan,500 000- 749 999,11.357,Non-Food,6
2018,Biaya kesehatan,750 000- 999 999,18.911,Non-Food,7
2018,Biaya kesehatan,1 000 000- 1 499 999,31.159,Non-Food,8
2018,Biaya kesehatan,> 1 500 000,78.838,Non-Food,9
2018,"Pakaian, alas kaki, dan tutup kepala",< 150 000,3.196,Non-Food,3
2018,"Pakaian, alas kaki, dan tutup kepala",150 000- 199 999,4.024,Non-Food,3
2018,"Pakaian, alas kaki, dan tutup kepala",200 000- 299 999,6.033,Non-Food,4
2018,"Pakaian, alas kaki, dan tutup kepala",300 000- 499 999,9.333,Non-Food,5
2018,"Pakaian, alas kaki, dan tutup kepala",500 000- 749 999,17.617,Non-Food,6
2018,"Pakaian, alas kaki, dan tutup kepala",750 000- 999 999,27.766,Non-Food,7
2018,"Pakaian, alas kaki, dan tutup kepala",1 000 000- 1 499 999,39.579,Non-Food,8
2018,"Pakaian, alas kaki, dan tutup kepala",> 1 500 000,69.054,Non-Food,9
2018,Barang yang tahan lama,< 150 000,276.0,Non-Food,3
2018,Barang yang tahan lama,150 000- 199 999,972.0,Non-Food,3
2018,Barang yang tahan lama,200 000- 299 999,1.839,Non-Food,4
2018,Barang yang tahan lama,300 000- 499 999,4.859,Non-Food,5
2018,Barang yang tahan lama,500 000- 749 999,10.388,Non-Food,6
2018,Barang yang tahan lama,750 000- 999 999,21.441,Non-Food,7
2018,Barang yang tahan lama,1 000 000- 1 499 999,50.963,Non-Food,8
2018,Barang yang tahan lama,> 1 500 000,278.86,Non-Food,9
2018,Pajak pemakaian dan premi asuransi,< 150 000,3.36,Non-Food,3
2018,Pajak pemakaian dan premi asuransi,150 000- 199 999,5.379,Non-Food,3
2018,Pajak pemakaian dan premi asuransi,200 000- 299 999,6.249,Non-Food,4
2018,Pajak pemakaian dan premi asuransi,300 000- 499 999,10.68,Non-Food,5
2018,Pajak pemakaian dan premi asuransi,500 000- 749 999,14.797,Non-Food,6
2018,Pajak pemakaian dan premi asuransi,750 000- 999 999,18.941,Non-Food,7
2018,Pajak pemakaian dan premi asuransi,1 000 000- 1 499 999,27.141,Non-Food,8
2018,Pajak pemakaian dan premi asuransi,> 1 500 000,57.635,Non-Food,9
2018,Keperluan pesta dan upacara,< 150 000,288.0,Non-Food,3
2018,Keperluan pesta dan upacara,150 000- 199 999,330.0,Non-Food,3
2018,Keperluan pesta dan upacara,200 000- 299 999,890.0,Non-Food,4
2018,Keperluan pesta dan upacara,300 000- 499 999,1.851,Non-Food,5
2018,Keperluan pesta dan upacara,500 000- 749 999,3.799,Non-Food,6
2018,Keperluan pesta dan upacara,750 000- 999 999,8.315,Non-Food,7
2018,Keperluan pesta dan upacara,1 000 000- 1 499 999,18.537,Non-Food,8
2018,Keperluan pesta dan upacara,> 1 500 000,92.4,Non-Food,9
2019,Padi-padian,< 150 000,33.175,Food,3
2019,Padi-padian,150 000- 199 999,46.494,Food,3
2019,Padi-padian,200 000- 299 999,53.6,Food,4
2019,Padi-padian,300 000- 499 999,61.655,Food,5
2019,Padi-padian,500 000- 749 999,69.081,Food,6
2019,Padi-padian,750 000- 999 999,74.696,Food,7
2019,Padi-padian,1 000 000- 1 499 999,81.712,Food,8
2019,Padi-padian,> 1 500 000,85.241,Food,9
2019,Umbi-umbian,< 150 000,7.429,Food,3
2019,Umbi-umbian,150 000- 199 999,3.935,Food,3
2019,Umbi-umbian,200 000- 299 999,3.06,Food,4
2019,Umbi-umbian,300 000- 499 999,4.081,Food,5
2019,Umbi-umbian,500 000- 749 999,4.392,Food,6
2019,Umbi-umbian,750 000- 999 999,6.398,Food,7
2019,Umbi-umbian,1 000 000- 1 499 999,9.234,Food,8
2019,Umbi-umbian,> 1 500 000,16.344,Food,9
2019,Ikan,< 150 000,8.647,Food,3
2019,Ikan,150 000- 199 999,9.159,Food,3
2019,Ikan,200 000- 299 999,12.918,Food,4
2019,Ikan,300 000- 499 999,19.229,Food,5
2019,Ikan,500 000- 749 999,31.062,Food,6
2019,Ikan,750 000- 999 999,44.16,Food,7
2019,Ikan,1 000 000- 1 499 999,57.72,Food,8
2019,Ikan,> 1 500 000,83.335,Food,9
2019,Daging,< 150 000,1.256,Food,3
2019,Daging,150 000- 199 999,3.388,Food,3
2019,Daging,200 000- 299 999,3.412,Food,4
2019,Daging,300 000- 499 999,7.169,Food,5
2019,Daging,500 000- 749 999,12.065,Food,6
2019,Daging,750 000- 999 999,17.842,Food,7
2019,Daging,1 000 000- 1 499 999,27.355,Food,8
2019,Daging,> 1 500 000,49.496,Food,9
2019,Telur dan susu,< 150 000,3.074,Food,3
2019,Telur dan susu,150 000- 199 999,3.31,Food,3
2019,Telur dan susu,200 000- 299 999,6.418,Food,4
2019,Telur dan susu,300 000- 499 999,11.68,Food,5
2019,Telur dan susu,500 000- 749 999,17.096,Food,6
2019,Telur dan susu,750 000- 999 999,24.027,Food,7
2019,Telur dan susu,1 000 000- 1 499 999,34.482,Food,8
2019,Telur dan susu,> 1 500 000,54.761,Food,9
2019,Sayur-sayuran,< 150 000,10.119,Food,3
2019,Sayur-sayuran,150 000- 199 999,11.719,Food,3
2019,Sayur-sayuran,200 000- 299 999,16.346,Food,4
2019,Sayur-sayuran,300 000- 499 999,22.555,Food,5
2019,Sayur-sayuran,500 000- 749 999,31.562,Food,6
2019,Sayur-sayuran,750 000- 999 999,40.122,Food,7
2019,Sayur-sayuran,1 000 000- 1 499 999,48.245,Food,8
2019,Sayur-sayuran,> 1 500 000,64.941,Food,9
2019,Kacang-kacangan,< 150 000,1.803,Food,3
2019,Kacang-kacangan,150 000- 199 999,2.017,Food,3
2019,Kacang-kacangan,200 000- 299 999,4.477,Food,4
2019,Kacang-kacangan,300 000- 499 999,7.12,Food,5
2019,Kacang-kacangan,500 000- 749 999,9.026,Food,6
2019,Kacang-kacangan,750 000- 999 999,10.863,Food,7
2019,Kacang-kacangan,1 000 000- 1 499 999,13.4,Food,8
2019,Kacang-kacangan,> 1 500 000,15.723,Food,9
2019,Buah-buahan,< 150 000,2.965,Food,3
2019,Buah-buahan,150 000- 199 999,2.986,Food,3
2019,Buah-buahan,200 000- 299 999,4.877,Food,4
2019,Buah-buahan,300 000- 499 999,7.678,Food,5
2019,Buah-buahan,500 000- 749 999,13.892,Food,6
2019,Buah-buahan,750 000- 999 999,21.6,Food,7
2019,Buah-buahan,1 000 000- 1 499 999,32.92,Food,8
2019,Buah-buahan,> 1 500 000,55.99,Food,9
2019,Minyak dan lemak,< 150 000,3.403,Food,3
2019,Minyak dan lemak,150 000- 199 999,4.738,Food,3
2019,Minyak dan lemak,200 000- 299 999,6.475,Food,4
2019,Minyak dan lemak,300 000- 499 999,8.7,Food,5
2019,Minyak dan lemak,500 000- 749 999,11.627,Food,6
2019,Minyak dan lemak,750 000- 999 999,14.318,Food,7
2019,Minyak dan lemak,1 000 000- 1 499 999,17.274,Food,8
2019,Minyak dan lemak,> 1 500 000,20.904,Food,9
2019,Bahan minuman,< 150 000,4.713,Food,3
2019,Bahan minuman,150 000- 199 999,6.812,Food,3
2019,Bahan minuman,200 000- 299 999,8.512,Food,4
2019,Bahan minuman,300 000- 499 999,12.043,Food,5
2019,Bahan minuman,500 000- 749 999,15.152,Food,6
2019,Bahan minuman,750 000- 999 999,18.015,Food,7
2019,Bahan minuman,1 000 000- 1 499 999,21.78,Food,8
2019,Bahan minuman,> 1 500 000,27.851,Food,9
2019,Bumbu-bumbuan,< 150 000,2.45,Food,3
2019,Bumbu-bumbuan,150 000- 199 999,2.887,Food,3
2019,Bumbu-bumbuan,200 000- 299 999,4.034,Food,4
2019,Bumbu-bumbuan,300 000- 499 999,5.891,Food,5
2019,Bumbu-bumbuan,500 000- 749 999,8.68,Food,6
2019,Bumbu-bumbuan,750 000- 999 999,11.18,Food,7
2019,Bumbu-bumbuan,1 000 000- 1 499 999,14.033,Food,8
2019,Bumbu-bumbuan,> 1 500 000,18.38,Food,9
2019,Konsumsi lainnya,< 150 000,635.0,Food,3
2019,Konsumsi lainnya,150 000- 199 999,1.37,Food,3
2019,Konsumsi lainnya,200 000- 299 999,2.945,Food,4
2019,Konsumsi lainnya,300 000- 499 999,5.132,Food,5
2019,Konsumsi lainnya,500 000- 749 999,7.334,Food,6
2019,Konsumsi lainnya,750 000- 999 999,9.783,Food,7
2019,Konsumsi lainnya,1 000 000- 1 499 999,12.845,Food,8
2019,Konsumsi lainnya,> 1 500 000,16.722,Food,9
2019,Tembakau dan sirih,< 150 000,5.221,Food,3
2019,Tembakau dan sirih,150 000- 199 999,7.941,Food,3
2019,Tembakau dan sirih,200 000- 299 999,15.319,Food,4
2019,Tembakau dan sirih,300 000- 499 999,29.88,Food,5
2019,Tembakau dan sirih,500 000- 749 999,53.26,Food,6
2019,Tembakau dan sirih,750 000- 999 999,79.149,Food,7
2019,Tembakau dan sirih,1 000 000- 1 499 999,106.881,Food,8
2019,Tembakau dan sirih,> 1 500 000,134.697,Food,9
2019,"Perumahan, bahan bakar, penerangan, air",< 150 000,22.672,Non-Food,3
2019,"Perumahan, bahan bakar, penerangan, air",150 000- 199 999,31.689,Non-Food,3
2019,"Perumahan, bahan bakar, penerangan, air",200 000- 299 999,49.618,Non-Food,4
2019,"Perumahan, bahan bakar, penerangan, air",300 000- 499 999,79.474,Non-Food,5
2019,"Perumahan, bahan bakar, penerangan, air",500 000- 749 999,128.031,Non-Food,6
2019,"Perumahan, bahan bakar, penerangan, air",750 000- 999 999,186.652,Non-Food,7
2019,"Perumahan, bahan bakar, penerangan, air",1 000 000- 1 499 999,277.5,Non-Food,8
2019,"Perumahan, bahan bakar, penerangan, air",> 1 500 000,513.89,Non-Food,9
2019,Barang dan jasa,< 150 000,12.596,Non-Food,3
2019,Barang dan jasa,150 000- 199 999,16.962,Non-Food,3
2019,Barang dan jasa,200 000- 299 999,23.221,Non-Food,4
2019,Barang dan jasa,300 000- 499 999,32.79,Non-Food,5
2019,Barang dan jasa,500 000- 749 999,55.777,Non-Food,6
2019,Barang dan jasa,750 000- 999 999,84.004,Non-Food,7
2019,Barang dan jasa,1 000 000- 1 499 999,123.381,Non-Food,8
2019,Barang dan jasa,> 1 500 000,264.075,Non-Food,9
2019,Biaya pendidikan,< 150 000,4.197,Non-Food,3
2019,Biaya pendidikan,150 000- 199 999,6.596,Non-Food,3
2019,Biaya pendidikan,200 000- 299 999,7.881,Non-Food,4
2019,Biaya pendidikan,300 000- 499 999,9.375,Non-Food,5
2019,Biaya pendidikan,500 000- 749 999,15.071,Non-Food,6
2019,Biaya pendidikan,750 000- 999 999,21.247,Non-Food,7
2019,Biaya pendidikan,1 000 000- 1 499 999,26.875,Non-Food,8
2019,Biaya pendidikan,> 1 500 000,38.222,Non-Food,9
2019,Biaya kesehatan,< 150 000,1.52,Non-Food,3
2019,Biaya kesehatan,150 000- 199 999,2.609,Non-Food,3
2019,Biaya kesehatan,200 000- 299 999,4.13,Non-Food,4
2019,Biaya kesehatan,300 000- 499 999,6.805,Non-Food,5
2019,Biaya kesehatan,500 000- 749 999,12.029,Non-Food,6
2019,Biaya kesehatan,750 000- 999 999,18.666,Non-Food,7
2019,Biaya kesehatan,1 000 000- 1 499 999,31.326,Non-Food,8
2019,Biaya kesehatan,> 1 500 000,75.826,Non-Food,9
2019,"Pakaian, alas kaki, dan tutup kepala",< 150 000,1.72,Non-Food,3
2019,"Pakaian, alas kaki, dan tutup kepala",150 000- 199 999,3.655,Non-Food,3
2019,"Pakaian, alas kaki, dan tutup kepala",200 000- 299 999,6.416,Non-Food,4
2019,"Pakaian, alas kaki, dan tutup kepala",300 000- 499 999,9.629,Non-Food,5
2019,"Pakaian, alas kaki, dan tutup kepala",500 000- 749 999,17.886,Non-Food,6
2019,"Pakaian, alas kaki, dan tutup kepala",750 000- 999 999,28.218,Non-Food,7
2019,"Pakaian, alas kaki, dan tutup kepala",1 000 000- 1 499 999,40.427,Non-Food,8
2019,"Pakaian, alas kaki, dan tutup kepala",> 1 500 000,69.125,Non-Food,9
2019,Barang yang tahan lama,< 150 000,546.0,Non-Food,3
2019,Barang yang tahan lama,150 000- 199 999,809.0,Non-Food,3
2019,Barang yang tahan lama,200 000- 299 999,2.036,Non-Food,4
2019,Barang yang tahan lama,300 000- 499 999,4.58,Non-Food,5
2019,Barang yang tahan lama,500 000- 749 999,10.543,Non-Food,6
2019,Barang yang tahan lama,750 000- 999 999,21.074,Non-Food,7
2019,Barang yang tahan lama,1 000 000- 1 499 999,48.795,Non-Food,8
2019,Barang yang tahan lama,> 1 500 000,255.014,Non-Food,9
2019,Pajak pemakaian dan premi asuransi,< 150 000,8.103,Non-Food,3
2019,Pajak pemakaian dan premi asuransi,150 000- 199 999,6.716,Non-Food,3
2019,Pajak pemakaian dan premi asuransi,200 000- 299 999,7.818,Non-Food,4
2019,Pajak pemakaian dan premi asuransi,300 000- 499 999,11.665,Non-Food,5
2019,Pajak pemakaian dan premi asuransi,500 000- 749 999,16.936,Non-Food,6
2019,Pajak pemakaian dan premi asuransi,750 000- 999 999,21.122,Non-Food,7
2019,Pajak pemakaian dan premi asuransi,1 000 000- 1 499 999,30.024,Non-Food,8
2019,Pajak pemakaian dan premi asuransi,> 1 500 000,61.362,Non-Food,9
2019,Keperluan pesta dan upacara,< 150 000,545.0,Non-Food,3
2019,Keperluan pesta dan upacara,150 000- 199 999,474.0,Non-Food,3
2019,Keperluan pesta dan upacara,200 000- 299 999,842.0,Non-Food,4
2019,Keperluan pesta dan upacara,300 000- 499 999,1.699,Non-Food,5
2019,Keperluan pesta dan upacara,500 000- 749 999,3.796,Non-Food,6
2019,Keperluan pesta dan upacara,750 000- 999 999,7.652,Non-Food,7
2019,Keperluan pesta dan upacara,1 000 000- 1 499 999,18.327,Non-Food,8
2019,Keperluan pesta dan upacara,> 1 500 000,86.731,Non-Food,9
2020,Padi-padian,< 150 000,42.74,Food,3
2020,Padi-padian,150 000- 199 999,48.844,Food,3
2020,Padi-padian,200 000- 299 999,56.546,Food,4
2020,Padi-padian,300 000- 499 999,63.468,Food,5
2020,Padi-padian,500 000- 749 999,70.72,Food,6
2020,Padi-padian,750 000- 999 999,74.713,Food,7
2020,Padi-padian,1 000 000- 1 499 999,81.497,Food,8
2020,Padi-padian,> 1 500 000,87.686,Food,9
2020,Umbi-umbian,< 150 000,12.336,Food,3
2020,Umbi-umbian,150 000- 199 999,6.41,Food,3
2020,Umbi-umbian,200 000- 299 999,2.789,Food,4
2020,Umbi-umbian,300 000- 499 999,4.049,Food,5
2020,Umbi-umbian,500 000- 749 999,4.709,Food,6
2020,Umbi-umbian,750 000- 999 999,6.278,Food,7
2020,Umbi-umbian,1 000 000- 1 499 999,8.803,Food,8
2020,Umbi-umbian,> 1 500 000,17.04,Food,9
2020,Ikan,< 150 000,5.167,Food,3
2020,Ikan,150 000- 199 999,11.503,Food,3
2020,Ikan,200 000- 299 999,13.679,Food,4
2020,Ikan,300 000- 499 999,19.264,Food,5
2020,Ikan,500 000- 749 999,29.733,Food,6
2020,Ikan,750 000- 999 999,43.34,Food,7
2020,Ikan,1 000 000- 1 499 999,56.71,Food,8
2020,Ikan,> 1 500 000,83.698,Food,9
2020,Daging,< 150 000,12.307,Food,3
2020,Daging,150 000- 199 999,2.522,Food,3
2020,Daging,200 000- 299 999,3.36,Food,4
2020,Daging,300 000- 499 999,7.604,Food,5
2020,Daging,500 000- 749 999,12.474,Food,6
2020,Daging,750 000- 999 999,18.181,Food,7
2020,Daging,1 000 000- 1 499 999,27.76,Food,8
2020,Daging,> 1 500 000,50.271,Food,9
2020,Telur dan susu,< 150 000,1.657,Food,3
2020,Telur dan susu,150 000- 199 999,3.389,Food,3
2020,Telur dan susu,200 000- 299 999,7.37,Food,4
2020,Telur dan susu,300 000- 499 999,11.99,Food,5
2020,Telur dan susu,500 000- 749 999,17.663,Food,6
2020,Telur dan susu,750 000- 999 999,24.231,Food,7
2020,Telur dan susu,1 000 000- 1 499 999,34.942,Food,8
2020,Telur dan susu,> 1 500 000,55.052,Food,9
2020,Sayur-sayuran,< 150 000,9.759,Food,3
2020,Sayur-sayuran,150 000- 199 999,12.201,Food,3
2020,Sayur-sayuran,200 000- 299 999,17.962,Food,4
2020,Sayur-sayuran,300 000- 499 999,25.1,Food,5
2020,Sayur-sayuran,500 000- 749 999,35.665,Food,6
2020,Sayur-sayuran,750 000- 999 999,45.799,Food,7
2020,Sayur-sayuran,1 000 000- 1 499 999,56.208,Food,8
2020,Sayur-sayuran,> 1 500 000,75.422,Food,9
2020,Kacang-kacangan,150 000- 199 999,1.642,Food,3
2020,Kacang-kacangan,200 000- 299 999,4.256,Food,4
2020,Kacang-kacangan,300 000- 499 999,7.078,Food,5
2020,Kacang-kacangan,500 000- 749 999,9.238,Food,6
2020,Kacang-kacangan,750 000- 999 999,10.868,Food,7
2020,Kacang-kacangan,1 000 000- 1 499 999,13.501,Food,8
2020,Kacang-kacangan,> 1 500 000,16.235,Food,9
2020,Buah-buahan,< 150 000,2.059,Food,3
2020,Buah-buahan,150 000- 199 999,3.364,Food,3
2020,Buah-buahan,200 000- 299 999,4.893,Food,4
2020,Buah-buahan,300 000- 499 999,7.91,Food,5
2020,Buah-buahan,500 000- 749 999,13.936,Food,6
2020,Buah-buahan,750 000- 999 999,22.177,Food,7
2020,Buah-buahan,1 000 000- 1 499 999,33.774,Food,8
2020,Buah-buahan,> 1 500 000,61.158,Food,9
2020,Minyak dan lemak,< 150 000,4.594,Food,3
2020,Minyak dan lemak,150 000- 199 999,4.667,Food,3
2020,Minyak dan lemak,200 000- 299 999,6.911,Food,4
2020,Minyak dan lemak,300 000- 499 999,9.217,Food,5
2020,Minyak dan lemak,500 000- 749 999,12.116,Food,6
2020,Minyak dan lemak,750 000- 999 999,15.224,Food,7
2020,Minyak dan lemak,1 000 000- 1 499 999,18.335,Food,8
2020,Minyak dan lemak,> 1 500 000,22.414,Food,9
2020,Bahan minuman,< 150 000,5.523,Food,3
2020,Bahan minuman,150 000- 199 999,6.679,Food,3
2020,Bahan minuman,200 000- 299 999,8.749,Food,4
2020,Bahan minuman,300 000- 499 999,12.109,Food,5
2020,Bahan minuman,500 000- 749 999,15.968,Food,6
2020,Bahan minuman,750 000- 999 999,19.287,Food,7
2020,Bahan minuman,1 000 000- 1 499 999,23.514,Food,8
2020,Bahan minuman,> 1 500 000,30.464,Food,9
2020,Bumbu-bumbuan,< 150 000,1.664,Food,3
2020,Bumbu-bumbuan,150 000- 199 999,2.338,Food,3
2020,Bumbu-bumbuan,200 000- 299 999,3.883,Food,4
2020,Bumbu-bumbuan,300 000- 499 999,6.039,Food,5
2020,Bumbu-bumbuan,500 000- 749 999,8.814,Food,6
2020,Bumbu-bumbuan,750 000- 999 999,11.514,Food,7
2020,Bumbu-bumbuan,1 000 000- 1 499 999,14.571,Food,8
2020,Bumbu-bumbuan,> 1 500 000,19.883,Food,9
2020,Konsumsi lainnya,< 150 000,2.548,Food,3
2020,Konsumsi lainnya,150 000- 199 999,1.623,Food,3
2020,Konsumsi lainnya,200 000- 299 999,2.956,Food,4
2020,Konsumsi lainnya,300 000- 499 999,5.039,Food,5
2020,Konsumsi lainnya,500 000- 749 999,7.409,Food,6
2020,Konsumsi lainnya,750 000- 999 999,9.517,Food,7
